campaign_id,date,channel,campaign_name,country,segment,impressions,clicks,conversions,spend,revenue
CAMP-00892,2025-10-04,email,Re-contextualized mission-critical task-force Email FR,France,returning,5299,346,11,1127.23,1066.03
CAMP-02794,2026-02-21,display,Pre-emptive holistic Graphic Interface Display FR,France,returning,43150,58,1,809.92,85.92
CAMP-04252,2026-03-19,email,Synchronized 6thgeneration orchestration Email FR,France,returning,6476,874,51,601.27,6815.65
CAMP-01360,2025-09-12,email,Distributed stable installation Email IT,Italy,returning,1369,334,4,2807.1,403.63
CAMP-00308,2024-10-30,social,Multi-lateral cohesive database Social SP,Spain,vip,16229,932,14,564.66,1265.91
CAMP-01662,2026-05-17,social,Seamless radical paradigm Social IT,,returning,3264,135,3,706.46,247.51
CAMP-02432,2025-06-07,search,Ameliorated grid-enabled alliance Search IT,Italy,returning,32323,1502,45,2169.72,5752.88
CAMP-04012,2025-06-15,email,Monitored cohesive circuit Email IT,Italy,returning,21173,3919,124,1037.07,16906.18
CAMP-01318,2025-06-22,display,Implemented reciprocal hierarchy Display GE,Germany,vip,25703,79,2,776.07,164.36
CAMP-04348,2025-09-12,social,Extended disintermediate software Social GE,Germany,vip,8539,428,9,661.76,1108.17
CAMP-02475,2025-03-19,search,Mandatory disintermediate concept Search IT,Italy,new,32598,2046,38,1281.46,5076.05
CAMP-02543,2024-10-22,display,Intuitive bifurcated synergy Display IT,Italy,new,241510,607,7,716.65,583.78
CAMP-01247,2026-04-19,display,Reduced mission-critical implementation Display FR,France,vip,16339,37,1,1215.46,102.41
CAMP-01209,2025-02-12,email,Switchable fault-tolerant core Email SP,Spain,returning,2662,427,24,954.9,2237.65
CAMP-00217,2025-10-01,email,Cross-group multi-tasking encryption Email NE,Netherlands,new,11839,2695,98,425.88,14098.81
CAMP-04337,2024-08-16,email,Ergonomic demand-driven functionalities Email GE,Germany,new,40722,4420,69,536.77,7600.86
CAMP-04667,2026-03-23,search,Configurable logistical pricing structure Search FR,France,vip,11578,970,24,1486.8,2337.07
CAMP-01240,2024-06-03,display,Inverse system-worthy system engine Display NE,Netherlands,returning,44603,92,4,610.85,450.16
CAMP-02290,2026-03-28,email,Business-focused demand-driven attitude Email IT,Italy,new,9702,1864,87,554.94,9095.88
CAMP-02741,2026-03-30,search,Assimilated system-worthy task-force Search FR,France,returning,40684,4481,175,,23676.68
CAMP-00276,2024-08-14,social,Centralized tertiary workforce Social FR,France,returning,19061,774,9,744.03,1038.87
CAMP-00490,2024-08-03,social,Optimized system-worthy Graphic Interface Social FR,France,vip,8479,417,17,3501.07,2351.07
CAMP-01036,2026-04-22,social,Customer-focused asymmetric protocol Social NE,Netherlands,new,9065,504,4,619.46,422.86
CAMP-01230,2026-04-02,search,Pre-emptive client-driven circuit Search FR,France,vip,33015,2715,36,587.51,4315.1
CAMP-04631,2025-04-21,display,Polarized analyzing complexity Display GE,Germany,new,34763,61,1,915.9,134.88
CAMP-01009,2025-09-10,email,Reactive local infrastructure Email SP,Spain,vip,2908,440,10,1462.08,1158.58
CAMP-04778,2024-10-30,search,Advanced user-facing core Search SP,Spain,vip,192805,11789,392,502.78,46003.32
CAMP-04428,2024-08-26,email,Right-sized mobile middleware Email IT,Italy,returning,3634,504,6,1920.13,645.04
CAMP-03248,2025-08-03,search,Sharable global utilization Search SP,Spain,vip,51658,3940,117,684.54,14250.45
CAMP-02533,2025-12-18,social,Business-focused background project Social SP,Spain,returning,5341,244,10,1729.02,1305.61
CAMP-04212,2024-10-25,email,De-engineered responsive time-frame Email SP,Spain,new,7499,1698,47,340.45,3822.64
CAMP-01059,2025-12-16,email,Public-key neutral groupware Email SP,Spain,returning,26092,7971,237,1484.77,20015.15
CAMP-02167,2024-07-03,social,Multi-layered fault-tolerant instruction set Social IT,Italy,vip,27984,1252,37,1087.93,4708.62
CAMP-04141,2024-11-29,search,Team-oriented tangible capacity Search GE,Germany,returning,11728,1050,28,1106.8,3172.1
CAMP-03442,2025-03-06,display,Inverse solution-oriented installation Display NE,Netherlands,returning,118181,229,8,1146.63,681.86
CAMP-00282,2025-08-12,social,Configurable transitional Graphic Interface Social IT,Italy,new,31115,1126,43,1732.5,3473.2
CAMP-04442,2026-01-01,search,Phased user-facing initiative Search FR,France,returning,50728,5257,178,1860.59,14620.33
CAMP-01317,2024-07-30,social,Reduced mission-critical initiative Social SP,Spain,new,21668,751,23,1067.34,3417.37
CAMP-04685,2025-02-23,search,Reduced impactful data-warehouse Search NE,Netherlands,new,31486,2709,92,1053.97,12684.35
CAMP-00969,2024-06-28,search,Programmable modular project Search SP,Spain,returning,9962,742,20,1597.14,2933.17
CAMP-03991,2025-08-12,social,Advanced didactic focus group Social SP,Spain,vip,9506,429,13,4606.04,1317.62
CAMP-03998,2024-12-11,social,Total national functionalities Social NE,Netherlands,vip,7734,207,7,738.98,877.82
CAMP-03232,2025-06-25,social,Cross-group didactic knowledge user Social NE,Netherlands,new,7621,298,3,1572.05,265.5
CAMP-03590,2024-11-17,social,Adaptive full-range hierarchy Social IT,Italy,vip,5301,283,6,529.55,814.6
CAMP-00620,2025-08-05,email,Multi-lateral human-resource definition Email GE,Germany,new,24258,6005,294,1782.79,42008.79
CAMP-04391,2025-02-17,email,Cross-group attitude-oriented core Email GE,Germany,new,9124,2278,71,647.16,7072.2
CAMP-01743,2026-04-04,email,Balanced executive infrastructure Email FR,France,vip,19891,3991,184,1263.48,16524.03
CAMP-01391,2026-01-29,social,Advanced systemic complexity Social FR,France,new,25725,1268,38,640.12,3656.01
CAMP-04867,2026-01-23,search,Intuitive system-worthy collaboration Search IT,Italy,vip,29017,2870,59,493.71,5606.37
CAMP-01848,2025-06-06,search,Optional optimal Graphic Interface Search FR,France,returning,17236,1062,31,1155.94,3404.13
CAMP-01580,2026-01-09,display,Optional high-level definition Display IT,Italy,new,29556,58,1,1485.53,83.07
CAMP-01656,2024-09-09,search,Profit-focused value-added algorithm Search FR,France,returning,54569,5876,125,740.85,13868.85
CAMP-02353,2024-08-13,email,Progressive human-resource challenge Email FR,France,new,12722,1742,58,1659.75,7727.64
CAMP-02213,2024-05-30,display,Quality-focused optimal alliance Display SP,Spain,new,19337,41,2,1340.9,193.22
CAMP-02021,2026-01-22,search,Right-sized motivating hardware Search FR,France,new,95116,4209,115,1433.71,13266.19
CAMP-01118,2025-07-14,social,Re-contextualized upward-trending architecture Social IT,Italy,new,8604,313,7,1124.47,614.17
CAMP-01957,2025-02-24,search,Optional multi-tasking alliance Search IT,Italy,new,41605,4029,146,824.62,20091.35
CAMP-01308,2026-02-06,display,Diverse methodical initiative Display SP,Spain,vip,52113,135,3,636.78,306.12
CAMP-02004,2024-08-04,social,Profit-focused maximized implementation Social NE,Netherlands,new,10230,446,5,2000.92,481.41
CAMP-04501,2024-07-06,email,Persistent needs-based frame Email SP,Spain,vip,36882,8163,298,417.65,26832.94
CAMP-00576,2026-01-21,email,Enterprise-wide 24hour database Email SP,Spain,new,8419,1194,15,954.75,1306.03
CAMP-02361,2026-04-03,display,Distributed system-worthy collaboration Display GE,Germany,vip,65351,186,5,1598.57,635.18
CAMP-04246,2024-05-21,display,Front-line reciprocal service-desk Display GE,Germany,returning,51526,84,1,1359.71,114.62
CAMP-04482,2025-01-08,email,Open-architected well-modulated interface Email IT,Italy,returning,10026,1773,46,671.01,4947.71
CAMP-01707,2024-09-15,display,Multi-layered empowering circuit Display FR,France,returning,39583,102,3,3813.89,250.75
CAMP-03816,2025-09-19,search,Face-to-face intermediate groupware Search IT,Italy,new,33604,1889,67,703.93,5913.7
CAMP-03541,2024-08-23,email,Enterprise-wide even-keeled application Email FR,France,new,7184,664,23,1272.03,1981.3
CAMP-01281,2025-04-23,display,Up-sized multimedia neural-net Display FR,France,vip,31989,46,1,428.9,97.74
CAMP-00862,2026-03-21,social,Fully-configurable scalable methodology Social GE,Germany,vip,43436,2258,106,728.85,11527.63
CAMP-04188,2025-07-31,social,Grass-roots encompassing hardware Social IT,Italy,vip,38987,1731,43,1388.62,5021.77
CAMP-01802,2024-07-13,social,Expanded intermediate Local Area Network Social NE,Netherlands,returning,3824,285,10,918.02,916.11
CAMP-01629,2025-07-14,email,Function-based stable forecast Email FR,France,returning,9758,1879,67,1829.89,8781.86
CAMP-01994,2025-07-27,social,Cloned radical analyzer Social GE,Germany,vip,11617,473,12,428.94,1369.45
CAMP-02640,2024-10-21,search,Face-to-face responsive Local Area Network Search FR,France,new,131104,9286,33,643.15,4120.46
CAMP-00270,2026-02-12,display,Business-focused attitude-oriented function Display SP,Spain,vip,70902,143,4,1095.61,558.4
CAMP-00630,2024-12-08,search,Universal exuding budgetary management Search IT,Italy,vip,50443,3809,127,3548.59,10450.34
CAMP-03082,2025-12-26,search,Re-contextualized value-added hardware Search NE,Netherlands,new,60733,5718,165,2415.48,15423.15
CAMP-02335,2024-10-12,social,Inverse 24hour system engine Social GE,,returning,14979,622,17,2170.5,2262.82
CAMP-02967,2024-07-31,email,Focused next generation infrastructure Email SP,Spain,vip,14929,2367,62,327.3,7918.7
CAMP-00301,2026-02-01,display,User-centric uniform moderator Display NE,Netherlands,new,61716,166,5,503.66,744.63
CAMP-00460,2026-03-06,search,Up-sized multi-tasking success Search NE,Netherlands,vip,59563,4468,162,512.02,15478.34
CAMP-01448,2024-12-23,display,Down-sized leadingedge flexibility Display NE,Netherlands,vip,81331,71,1,948.45,149.5
CAMP-01473,2024-07-22,search,Managed dedicated frame Search FR,France,returning,20557,1702,55,624.22,5458.67
CAMP-02047,2024-06-01,display,Multi-tiered executive encoding Display NE,Netherlands,returning,9410,15,0,741.09,0.0
CAMP-04272,2025-01-11,display,Pre-emptive bottom-line policy Display GE,Germany,vip,30700,79,1,991.5,145.13
CAMP-03838,2025-07-16,display,Optional secondary protocol Display GE,Germany,new,74799,107,3,1517.56,297.55
CAMP-02114,2024-12-20,email,Monitored zero administration intranet Email SP,Spain,vip,3158,626,22,771.36,2721.76
CAMP-00028,2026-02-11,social,De-engineered cohesive emulation Social SP,Spain,new,19446,564,20,995.69,1792.53
CAMP-04629,2025-05-15,email,Organic static analyzer Email GE,Germany,returning,13624,1671,29,509.5,3289.05
CAMP-04568,2025-11-09,email,De-engineered solution-oriented policy Email NE,Netherlands,returning,13505,3379,64,876.6,8796.68
CAMP-00838,2024-09-22,search,User-friendly responsive software Search SP,,returning,39917,2547,106,965.31,10427.07
CAMP-04374,2024-10-17,search,Enhanced 4thgeneration pricing structure Search GE,Germany,vip,57289,5437,164,222.56,21161.57
CAMP-03434,2025-04-21,display,Programmable web-enabled challenge Display GE,Germany,new,23692,38,1,4332.27,147.94
CAMP-02009,2025-08-08,search,Implemented bottom-line interface Search GE,Germany,vip,30532,2228,78,1077.84,10454.08
CAMP-04958,2026-04-11,search,Team-oriented systemic firmware Search GE,Germany,vip,71441,6062,220,708.47,28143.94
CAMP-00504,2024-06-06,display,Innovative next generation interface Display FR,France,new,18184,54,1,940.58,97.72
CAMP-03955,2025-12-31,email,Assimilated high-level contingency Email SP,Spain,vip,12484,1958,63,855.16,6416.63
CAMP-04349,2024-07-20,search,Grass-roots eco-centric budgetary management Search GE,Germany,returning,30916,3458,113,1048.63,9963.52
CAMP-00381,2024-06-22,search,Pre-emptive intermediate middleware Search NE,Netherlands,new,6493,407,11,606.49,1458.41
CAMP-01852,2024-11-21,display,Horizontal fault-tolerant algorithm Display SP,Spain,new,17002,24,0,434.17,0.0
CAMP-01526,2024-07-08,social,Monitored solution-oriented moratorium Social NE,Netherlands,returning,37272,1135,19,609.92,2239.78
CAMP-02366,2026-03-09,social,Grass-roots system-worthy alliance Social IT,Italy,returning,117285,4358,126,509.56,18646.83
CAMP-04723,2025-02-14,search,Pre-emptive responsive superstructure Search GE,Germany,vip,17115,1550,69,1095.25,7661.07
CAMP-03053,2024-07-14,email,Stand-alone discrete access Email SP,Spain,returning,6313,1465,52,333.03,4532.78
CAMP-02885,2025-10-22,display,Reduced 5thgeneration standardization Display FR,France,returning,33576,65,2,1541.94,205.82
CAMP-02341,2025-03-15,search,Managed regional core Search IT,Italy,vip,87173,9560,465,812.79,39468.99
CAMP-00375,2025-10-07,search,Proactive mission-critical conglomeration Search GE,Germany,returning,28357,1756,58,2451.05,6721.43
CAMP-03327,2025-11-09,email,Operative grid-enabled superstructure Email IT,Italy,vip,18492,2969,80,1454.24,8754.86
CAMP-02382,2025-02-03,email,Distributed modular policy Email SP,Spain,new,33872,9730,164,2062.08,14571.37
CAMP-04354,2025-09-09,search,Multi-tiered impactful moratorium Search IT,Italy,new,46168,3120,70,1254.59,7259.87
CAMP-00940,2024-06-20,email,Innovative homogeneous infrastructure Email FR,France,new,8943,1476,64,886.69,5753.4
CAMP-04655,2025-04-14,social,Future-proofed reciprocal website Social IT,Italy,new,8105,353,8,1960.93,974.21
CAMP-04208,2025-02-25,email,Realigned asymmetric archive Email SP,Spain,new,8786,1453,55,983.8,7408.86
CAMP-02800,2026-05-01,social,Compatible incremental approach Social IT,Italy,returning,14826,749,27,1597.79,2644.75
CAMP-02148,2025-04-06,search,Focused web-enabled adapter Search IT,Italy,returning,59986,4887,202,1441.21,25401.35
CAMP-03892,2026-04-25,social,Persevering 24hour open system Social GE,Germany,new,3317,184,5,749.61,542.82
CAMP-04586,2025-07-13,search,Diverse heuristic customer loyalty Search SP,Spain,vip,10984,959,34,1218.65,4591.15
CAMP-04260,2026-03-26,social,De-engineered contextually-based service-desk Social FR,France,new,16080,294,8,1798.12,1126.7
CAMP-02069,2026-05-13,display,Front-line static orchestration Display FR,France,new,20652,30,1,710.94,146.35
CAMP-00530,2025-01-27,social,Cross-group methodical time-frame Social GE,Germany,new,28571,1504,45,503.56,4897.67
CAMP-03804,2025-12-30,email,Balanced dynamic interface Email IT,Italy,returning,43288,7089,177,705.8,17034.56
CAMP-00637,2026-01-08,search,Multi-channeled bi-directional support Search GE,Germany,vip,46815,3371,97,798.23,8902.1
CAMP-01270,2024-06-09,email,Face-to-face directional customer loyalty Email GE,Germany,returning,20685,2493,79,707.12,7226.54
CAMP-00186,2024-06-20,email,Adaptive uniform migration Email GE,Germany,new,8244,1704,58,1394.44,6700.32
CAMP-03893,2025-07-21,email,Public-key regional standardization Email SP,Spain,vip,10769,2342,100,789.68,13312.7
CAMP-03245,2024-09-05,email,Secured solution-oriented instruction set Email IT,Italy,vip,59868,15430,348,1015.96,49601.83
CAMP-04524,2026-03-13,social,Decentralized didactic pricing structure Social IT,Italy,vip,15453,162,5,611.35,686.81
CAMP-01798,2024-09-24,social,Function-based contextually-based conglomeration Social SP,Spain,new,5647,189,4,2641.79,373.77
CAMP-02980,2025-07-17,search,Stand-alone regional matrix Search NE,Netherlands,returning,24324,1407,66,792.58,5340.62
CAMP-01442,2024-10-21,social,Triple-buffered multimedia initiative Social GE,Germany,returning,9882,490,18,3439.27,2034.41
CAMP-04094,2025-07-27,search,Public-key bandwidth-monitored complexity Search FR,France,vip,33973,1347,48,492.31,4227.79
CAMP-04925,2025-03-05,search,Diverse upward-trending alliance Search FR,France,vip,39293,3985,178,986.12,15503.99
CAMP-01536,2024-09-05,search,Synergized 3rdgeneration access Search NE,Netherlands,new,27736,3232,71,2694.8,6729.98
CAMP-03712,2025-01-02,display,Realigned didactic solution Display SP,Spain,new,63278,97,3,1054.33,403.97
CAMP-03189,2025-12-14,display,Re-contextualized national website Display IT,Italy,returning,37492,92,2,675.58,213.76
CAMP-01274,2026-03-15,email,Reverse-engineered bifurcated pricing structure Email SP,Spain,vip,18464,2094,58,689.94,7536.09
CAMP-02468,2026-01-20,search,Pre-emptive exuding time-frame Search FR,France,returning,16256,1428,50,493.55,4098.02
CAMP-00608,2026-03-12,search,Reactive multi-tasking website Search SP,Spain,returning,54411,4608,170,456.08,21674.15
CAMP-03456,2024-07-03,email,Proactive user-facing portal Email NE,Netherlands,vip,8401,1962,54,1527.19,4594.11
CAMP-01713,2024-11-02,social,Enterprise-wide value-added task-force Social GE,Germany,vip,11447,274,3,1958.97,404.0
CAMP-02200,2025-03-23,display,Distributed global analyzer Display IT,Italy,returning,100512,121,3,1187.63,416.48
CAMP-00956,2024-12-28,social,Multi-tiered homogeneous intranet Social SP,Spain,vip,31557,1257,60,831.75,7873.87
CAMP-02580,2025-09-17,social,Function-based even-keeled open architecture Social GE,Germany,new,18507,490,19,3978.54,1853.17
CAMP-04610,2025-06-28,social,Enterprise-wide 4thgeneration leverage Social GE,Germany,returning,9561,253,10,2063.08,1446.84
CAMP-04470,2024-11-14,display,Grass-roots radical standardization Display IT,Italy,returning,8345,23,0,2549.23,0.0
CAMP-04316,2026-04-09,display,Devolved tangible database Display FR,France,returning,80815,197,9,,1174.03
CAMP-03759,2026-05-01,email,Virtual 24/7 forecast Email GE,Germany,vip,25201,4917,161,882.32,14222.8
CAMP-00404,2025-03-13,email,Configurable leadingedge emulation Email SP,Spain,new,4595,886,28,3169.95,3945.14
CAMP-02072,2025-11-21,display,Expanded radical benchmark Display NE,Netherlands,returning,4999,3,0,858.06,0.0
CAMP-04805,2024-10-22,social,Profit-focused homogeneous protocol Social GE,Germany,new,13548,537,22,524.52,2310.7
CAMP-01978,2025-01-09,social,Down-sized fresh-thinking forecast Social FR,France,new,9423,290,12,493.29,1595.88
CAMP-00159,2024-06-21,search,Intuitive human-resource utilization Search IT,Italy,vip,21991,2715,100,782.52,13595.91
CAMP-01749,2025-05-16,search,Synergized encompassing instruction set Search GE,Germany,returning,76132,6398,235,1072.11,22327.84
CAMP-02910,2024-06-11,social,Compatible local analyzer Social FR,France,vip,9974,517,12,875.15,1270.59
CAMP-03605,2024-06-22,display,Object-based upward-trending data-warehouse Display IT,Italy,vip,8693,12,0,429.98,0.0
CAMP-00903,2024-08-21,search,Vision-oriented human-resource artificial intelligence Search IT,,new,6969,504,19,1230.45,2277.18
CAMP-00353,2026-03-22,social,Enterprise-wide zero administration archive Social GE,,returning,5852,317,8,1237.31,737.93
CAMP-01231,2024-07-23,display,Grass-roots reciprocal infrastructure Display GE,Germany,returning,60883,81,3,1208.07,266.27
CAMP-04718,2026-03-30,social,Enhanced radical emulation Social GE,Germany,new,8412,404,11,1135.14,1359.09
CAMP-02141,2025-11-24,email,Enhanced impactful hierarchy Email NE,Netherlands,vip,7217,1231,38,931.9,4469.31
CAMP-00445,2025-05-12,social,Universal multimedia process improvement Social GE,Germany,vip,14992,608,19,1269.49,2557.9
CAMP-04999,2026-01-31,search,Assimilated methodical encryption Search IT,Italy,vip,68000,5341,177,1201.11,22337.04
CAMP-00755,2024-08-06,social,Ergonomic value-added standardization Social IT,Italy,returning,17945,775,20,1369.27,2938.81
CAMP-01738,2025-06-11,display,Quality-focused homogeneous attitude Display NE,Netherlands,returning,35891,77,3,5014.07,307.56
CAMP-02972,2024-10-13,social,Fully-configurable modular capacity Social NE,,returning,13568,340,4,1185.26,346.7
CAMP-00487,2026-01-10,display,Progressive responsive definition Display NE,Netherlands,new,54205,110,3,737.9,390.88
CAMP-02921,2026-03-05,email,Down-sized impactful secured line Email SP,Spain,vip,12357,2084,42,1289.18,4746.49
CAMP-00312,2025-05-10,email,Fundamental hybrid customer loyalty Email NE,Netherlands,returning,14596,2085,101,3401.49,12346.66
CAMP-00549,2026-03-22,social,Balanced foreground portal Social IT,Italy,new,13506,686,14,2728.67,1925.39
CAMP-00662,2025-11-02,social,Centralized grid-enabled process improvement Social SP,Spain,vip,19178,991,26,2229.23,2364.5
CAMP-04811,2025-07-25,social,Ergonomic uniform project Social NE,Netherlands,new,9363,252,7,580.71,703.36
CAMP-01990,2024-08-03,search,Customizable full-range array Search FR,France,new,218511,11764,331,1342.39,49396.86
CAMP-00307,2025-05-30,display,Re-contextualized mobile parallelism Display IT,Italy,new,138126,308,5,1431.91,524.38
CAMP-02336,2024-12-24,search,Optimized regional initiative Search SP,Spain,vip,25298,2954,86,2203.33,11859.44
CAMP-00695,2025-05-21,display,Proactive 24hour process improvement Display FR,France,returning,15976,43,0,2913.41,0.0
CAMP-02357,2025-01-10,social,Intuitive maximized adapter Social SP,,new,15688,491,31,1494.33,4490.97
CAMP-01928,2025-05-31,social,Persistent leadingedge interface Social SP,Spain,new,9005,400,13,772.94,1230.04
CAMP-00685,2025-04-14,display,Face-to-face object-oriented conglomeration Display SP,Spain,returning,100868,222,3,575.25,324.57
CAMP-00750,2024-06-23,display,Diverse neutral core Display IT,Italy,vip,19045,18,0,1227.24,0.0
CAMP-03560,2026-02-16,social,Horizontal contextually-based knowledge user Social IT,Italy,vip,63397,2604,84,1498.52,6987.3
CAMP-03313,2025-10-18,email,Operative zero administration archive Email SP,Spain,returning,12025,1769,32,1069.65,4503.67
CAMP-01267,2024-12-19,email,Streamlined responsive frame Email GE,Germany,new,16074,2858,107,1159.93,8600.06
CAMP-03352,2025-09-30,search,Universal responsive hierarchy Search NE,Netherlands,returning,18669,407,13,2099.61,1594.65
CAMP-03600,2025-05-23,search,Seamless composite support Search IT,Italy,vip,92729,8526,251,1487.11,33893.85
CAMP-04468,2024-07-01,social,Synchronized scalable attitude Social SP,Spain,new,12258,338,16,289.57,1990.85
CAMP-04063,2025-01-24,email,Switchable full-range budgetary management Email FR,France,vip,2344,347,13,1434.2,1912.91
CAMP-03084,2024-05-26,email,Profound regional software Email GE,Germany,returning,53374,5600,208,1833.06,30730.98
CAMP-03062,2025-03-24,display,Monitored dynamic migration Display IT,Italy,vip,14418,29,0,,0.0
CAMP-03026,2025-05-02,social,Visionary intermediate emulation Social SP,Spain,vip,5213,192,3,987.36,357.39
CAMP-00971,2026-03-19,email,Down-sized client-server time-frame Email GE,Germany,returning,15871,2169,97,925.25,9256.99
CAMP-00014,2024-11-18,search,Upgradable transitional archive Search FR,France,vip,15831,1237,49,1767.56,5845.18
CAMP-00874,2025-08-13,display,Multi-lateral explicit leverage Display SP,Spain,new,9260,33,1,940.8,142.58
CAMP-00809,2025-02-16,display,Enterprise-wide eco-centric encoding Display SP,Spain,returning,8307,12,0,1512.89,0.0
CAMP-03199,2025-10-03,social,Switchable national emulation Social GE,Germany,new,30037,1615,59,556.86,8416.95
CAMP-00515,2025-11-14,social,Intuitive modular moratorium Social SP,Spain,returning,5234,252,6,3076.74,665.87
CAMP-04518,2026-03-09,search,Pre-emptive full-range alliance Search GE,Germany,new,76780,8499,246,1046.18,31060.11
CAMP-00410,2026-05-12,search,Mandatory demand-driven support Search GE,Germany,new,92285,6929,198,2002.48,22914.59
CAMP-04154,2024-06-17,search,Optimized discrete Internet solution Search NE,Netherlands,vip,7269,433,11,3968.29,1621.86
CAMP-04387,2024-08-21,email,Intuitive content-based projection Email NE,Netherlands,returning,10734,3109,100,988.79,12744.96
CAMP-00208,2026-02-28,email,Extended content-based Internet solution Email NE,Netherlands,new,9457,1475,48,679.17,6213.76
CAMP-03290,2025-07-31,social,Configurable high-level structure Social NE,Netherlands,vip,8203,514,23,,3084.58
CAMP-00459,2025-07-01,search,Team-oriented scalable function Search SP,Spain,vip,16896,1543,69,1357.46,7929.67
CAMP-03542,2025-09-18,search,De-engineered real-time migration Search FR,France,new,47577,4281,82,482.32,6826.69
CAMP-02431,2025-12-06,social,Business-focused exuding groupware Social NE,Netherlands,returning,4176,244,8,1719.55,1059.59
CAMP-04651,2025-07-29,search,Robust fresh-thinking Graphical User Interface Search SP,Spain,vip,8283,617,23,1459.81,2300.89
CAMP-00111,2026-02-07,search,Expanded client-driven workforce Search NE,Netherlands,vip,19720,723,9,1128.73,792.35
CAMP-03820,2026-03-13,email,Implemented 24/7 implementation Email SP,Spain,vip,15211,2683,90,955.54,10857.35
CAMP-01108,2024-07-13,display,Fundamental non-volatile migration Display FR,France,new,61304,126,4,614.52,561.32
CAMP-01884,2024-12-26,search,Streamlined logistical monitoring Search GE,Germany,returning,30481,2616,71,1143.09,7665.55
CAMP-01714,2026-01-08,search,Right-sized 5thgeneration model Search IT,Italy,vip,24854,2534,69,1272.78,5920.54
CAMP-04037,2026-02-16,email,Secured holistic paradigm Email NE,Netherlands,vip,25119,3928,89,1100.95,9565.21
CAMP-03468,2025-12-15,search,Networked 24hour success Search SP,Spain,returning,41340,3028,100,610.86,10272.68
CAMP-00553,2026-02-22,social,Synergistic 4thgeneration budgetary management Social IT,Italy,new,19665,934,21,1554.98,1809.93
CAMP-01440,2025-03-27,social,Front-line mobile productivity Social SP,Spain,returning,11085,313,7,716.09,688.99
CAMP-02271,2025-12-16,email,Virtual directional definition Email NE,Netherlands,returning,10047,2812,51,1166.33,4578.98
CAMP-03145,2025-03-04,search,Networked foreground algorithm Search SP,Spain,new,34652,2571,88,1286.8,8496.25
CAMP-02822,2025-04-24,email,Diverse uniform leverage Email GE,Germany,vip,43484,7302,256,1651.74,23058.07
CAMP-04831,2025-05-07,display,Pre-emptive disintermediate encryption Display GE,Germany,vip,9881,27,0,433.4,0.0
CAMP-01926,2025-02-03,social,Compatible local interface Social GE,Germany,returning,8030,305,5,1818.0,508.99
CAMP-00635,2024-06-06,social,Synchronized maximized software Social SP,Spain,vip,5114,161,4,685.23,435.69
CAMP-04855,2024-05-28,email,Synchronized encompassing product Email GE,Germany,returning,19007,4199,160,618.86,15561.24
CAMP-00317,2025-08-25,search,Triple-buffered leadingedge complexity Search IT,Italy,returning,96454,9063,251,616.67,34835.33
CAMP-04261,2025-03-10,email,Object-based coherent ability Email NE,Netherlands,new,6014,657,13,1350.89,1789.13
CAMP-04748,2025-04-09,email,Realigned empowering alliance Email GE,Germany,vip,61486,11225,346,2509.09,28536.88
CAMP-01329,2025-05-01,social,Innovative solution-oriented initiative Social GE,Germany,new,4389,140,2,1782.12,184.04
CAMP-00428,2026-05-12,search,Stand-alone client-driven project Search IT,Italy,vip,29191,1790,66,818.18,6727.67
CAMP-03443,2025-12-11,social,Object-based client-driven help-desk Social SP,Spain,returning,5778,347,8,622.8,990.97
CAMP-00106,2026-04-12,email,Decentralized non-volatile hardware Email FR,France,vip,13621,2545,67,950.42,6076.91
CAMP-03042,2025-05-06,search,User-friendly regional conglomeration Search IT,Italy,new,28547,2361,65,447.79,6706.07
CAMP-00143,2024-08-03,search,Synergistic scalable open architecture Search FR,France,new,64688,3422,84,1470.89,10558.15
CAMP-02170,2025-06-18,search,Pre-emptive background frame Search FR,France,new,32404,3310,83,460.84,10800.49
CAMP-03397,2026-02-21,search,Synergistic multi-state challenge Search FR,France,vip,70642,5328,144,2695.6,16873.17
CAMP-00090,2026-01-29,display,Compatible fault-tolerant frame Display SP,Spain,returning,9093,26,1,1010.05,104.38
CAMP-02919,2026-02-27,search,Ameliorated actuating hardware Search GE,Germany,returning,86408,5415,115,701.45,16907.8
CAMP-03238,2025-10-29,search,Multi-channeled systematic budgetary management Search FR,France,returning,60709,1621,64,1022.26,8239.7
CAMP-02242,2026-01-09,email,Polarized non-volatile hub Email GE,Germany,vip,11991,2827,100,911.77,14030.95
CAMP-03175,2025-02-05,social,Enterprise-wide client-server customer loyalty Social IT,Italy,vip,31270,903,29,3296.64,3898.07
CAMP-03481,2024-09-12,search,Decentralized 4thgeneration framework Search GE,Germany,vip,18606,769,20,2151.2,1615.78
CAMP-02164,2024-07-14,email,Enhanced solution-oriented architecture Email SP,Spain,new,9821,2075,49,972.49,5871.05
CAMP-02637,2025-04-08,display,Adaptive static access Display GE,Germany,returning,11977,20,0,1485.23,0.0
CAMP-01950,2025-10-13,email,Synergized mission-critical approach Email NE,Netherlands,new,4202,528,21,1418.39,3057.06
CAMP-01769,2026-03-05,email,Face-to-face object-oriented time-frame Email SP,Spain,new,32424,4136,119,785.91,15392.94
CAMP-03350,2025-03-27,display,Intuitive fault-tolerant parallelism Display FR,France,new,17855,17,0,,0.0
CAMP-02273,2025-05-27,social,Persevering bi-directional process improvement Social SP,Spain,new,2333,111,2,584.84,202.81
